date,price,soy_ret_1d,event_type,direction,primary_driver,secondary_driver,narrative_strength,speculation_level,data_confirmation,fade_risk,oil_chg7,dollar_chg7,rsi_14,vol_30d,mom_5d,mom_20d,news_sentiment,cot_noncomm_long_pct,outcome_1d_pct,outcome_7d_pct,outcome_15d_pct,outcome_30d_pct,fade_occurred_7d
2018-11-23,881.0,-0.227,oil_energy,bearish,oil_energy,speculative_mom,1.0,0.897,0.0,0.2,-0.0946,-0.0039,53.7,0.0123,-0.0087,0.0466,0.0,0.0,-0.227,3.49,2.696,3.462,True
2018-11-26,862.25,-2.128,oil_energy,bearish,oil_energy,speculative_mom,0.587,0.951,0.0,0.312,-0.0821,0.0028,44.3,0.0128,-0.0336,0.0204,0.0,0.0,-0.227,3.49,5.277,3.462,True
2018-11-27,875.5,1.537,oil_energy,bearish,oil_energy,speculative_mom,0.615,0.883,0.0,0.0,-0.0868,0.0045,51.6,0.0121,0.002,0.0435,0.0,0.0,-0.227,3.49,2.798,3.462,True
2018-11-28,890.5,1.713,oil_energy,bearish,oil_energy,macro_fx,0.767,0.987,0.0,0.0,-0.1093,0.0033,59.7,0.0124,0.0108,0.0684,0.0,0.0,-0.365,2.162,0.337,0.028,True
2018-11-29,887.25,-0.365,oil_energy,bearish,oil_energy,speculative_mom,0.646,0.939,0.0,0.0,-0.0936,0.0061,58.2,0.0124,0.0048,0.0575,0.0,0.0,0.845,3.128,-0.282,0.676,False
2018-12-03,905.75,1.229,oil_energy,bearish,oil_energy,speculative_mom,0.779,1.0,0.0,0.168,-0.0308,0.0034,63.3,0.0116,0.0504,0.0348,0.0,0.0,0.662,0.138,-3.947,0.221,True
2018-12-04,911.75,0.662,speculative_mom,bullish,speculative_mom,oil_energy,0.576,1.0,0.0,0.138,0.0561,0.0005,67.2,0.0116,0.0414,0.0444,0.0,0.0,-0.247,-1.234,-4.689,0.548,False
2018-12-06,909.5,-0.247,oil_energy,bearish,oil_energy,speculative_mom,0.636,0.876,0.0,0.0,-0.0027,-0.0027,65.2,0.0116,0.0213,0.043,0.0,0.0,0.797,-0.522,-2.941,-0.027,True
2018-12-07,916.75,0.797,speculative_mom,bullish,speculative_mom,oil_energy,0.462,0.974,0.0,0.111,0.0204,-0.0088,61.9,0.0115,0.0332,0.0565,0.0,0.0,-0.764,-0.982,-3.736,-0.191,False
2018-12-10,909.75,-0.764,macro_fx,bearish,macro_fx,oil_energy,0.653,0.898,0.0,0.0,0.0141,0.0044,57.2,0.0114,0.0168,0.0487,0.0,0.0,0.577,-1.072,-1.649,0.687,True
2018-12-11,915.0,0.577,speculative_mom,bullish,speculative_mom,oil_energy,0.324,0.883,0.0,0.0,0.0039,0.0063,69.1,0.0114,0.0102,0.0454,0.0,0.0,0.546,-2.35,-1.612,1.12,True
2018-12-12,920.0,0.546,speculative_mom,bullish,speculative_mom,macro_fx,0.384,0.923,0.0,0.0,0.0043,-0.0024,68.5,0.0113,0.009,0.0553,0.0,0.0,-1.413,-3.832,-1.141,0.353,False
2018-12-13,907.0,-1.413,oil_energy,bearish,oil_energy,speculative_mom,0.542,0.882,0.0,0.2,-0.007,0.0002,60.3,0.0116,-0.0027,0.0458,0.0,0.0,-0.717,-2.536,0.579,1.323,False
2018-12-18,907.75,0.332,oil_energy,bearish,oil_energy,macro_fx,1.0,0.764,0.0,0.2,-0.1211,0.0065,66.8,0.0099,-0.0079,0.0174,0.0,0.0,-0.854,-3.951,-1.349,1.102,False
2018-12-20,893.5,-0.722,oil_energy,bearish,oil_energy,macro_fx,0.744,0.789,0.0,0.2,-0.1117,-0.0114,53.4,0.0101,-0.0149,0.0142,0.0,0.0,-0.979,0.14,-0.308,2.994,True
2018-12-21,884.75,-0.979,oil_energy,bearish,oil_energy,macro_fx,0.714,0.812,0.0,0.2,-0.1087,-0.0008,44.7,0.0102,-0.0175,0.002,0.0,0.0,-0.085,1.752,0.961,4.182,False
2018-12-24,884.0,-0.085,oil_energy,bearish,oil_energy,macro_fx,1.0,0.861,0.0,0.2,-0.1911,-0.0053,36.9,0.0102,-0.0229,0.0034,0.0,0.0,-1.584,2.885,1.188,3.309,True
2018-12-26,870.0,-1.584,oil_energy,bearish,oil_energy,speculative_mom,1.0,1.0,0.0,0.396,-0.0973,-0.004,27.1,0.0106,-0.0416,0.009,0.0,0.0,-0.115,4.856,4.339,5.115,False
2018-12-27,869.0,-0.115,oil_energy,bearish,oil_energy,macro_fx,0.653,0.96,0.0,0.165,-0.1057,-0.0064,27.5,0.0105,-0.0344,-0.0074,0.0,0.0,-0.115,4.287,5.495,4.143,False
2019-01-02,894.75,1.388,macro_fx,bearish,macro_fx,oil_energy,0.583,0.785,0.0,0.0,0.0144,0.0056,39.5,0.0105,0.0122,0.0,0.0,0.0,0.615,0.503,2.375,0.978,False
2019-01-04,909.5,1.027,oil_energy,bullish,oil_energy,speculative_mom,0.867,1.0,0.0,0.355,0.1277,-0.0037,51.3,0.0099,0.0466,-0.0025,0.0,0.0,0.302,-1.787,1.512,-0.962,True
2019-01-07,912.25,0.302,macro_fx,bullish,macro_fx,speculative_mom,0.525,0.965,0.0,0.111,0.0498,-0.0138,56.5,0.0098,0.0334,0.003,0.0,0.0,-0.658,-1.946,0.74,-1.069,False
2019-01-08,906.25,-0.658,oil_energy,bullish,oil_energy,speculative_mom,0.782,0.907,0.0,0.2,0.1159,-0.006,50.8,0.0099,0.0269,-0.0115,0.0,0.0,0.579,0.166,1.628,0.524,True
2019-01-09,911.5,0.579,oil_energy,bullish,oil_energy,macro_fx,1.0,0.835,0.0,0.0,0.1551,-0.0121,52.0,0.0099,0.0187,0.0019,0.0,0.0,-1.755,0.576,0.411,-0.137,True
2019-01-10,895.5,-1.755,oil_energy,bullish,oil_energy,macro_fx,1.0,0.739,0.0,0.0,0.1581,-0.0066,47.8,0.0096,-0.0053,-0.0213,0.0,0.0,0.419,1.535,2.485,1.815,False
2019-01-11,899.25,0.419,oil_energy,bullish,oil_energy,macro_fx,0.696,0.757,0.0,0.0,0.1085,-0.0119,52.9,0.0093,-0.0113,-0.0226,0.0,0.0,-0.945,1.751,2.141,0.5,True
2019-01-15,893.25,0.281,oil_energy,bullish,oil_energy,macro_fx,0.555,0.784,0.0,0.0,0.0865,-0.0023,54.6,0.0089,-0.0143,-0.0081,0.0,0.0,0.14,3.582,3.191,0.476,False
2019-01-16,894.5,0.14,oil_energy,bullish,oil_energy,speculative_mom,0.5,0.821,0.0,0.0,0.0781,0.0037,63.9,0.0088,-0.0187,-0.0113,0.0,0.0,1.481,3.214,2.096,0.531,False
2019-01-18,916.75,0.991,oil_energy,bullish,oil_energy,macro_fx,0.559,0.842,0.0,0.0,0.0275,0.0118,67.8,0.009,0.0195,0.0186,0.0,0.0,-0.818,0.464,-1.282,-1.691,True
2019-01-22,909.25,-0.818,oil_energy,bearish,oil_energy,speculative_mom,0.368,0.854,0.0,0.0,-0.0004,0.008,63.0,0.0091,0.0208,0.0176,0.0,0.0,0.632,0.66,0.907,-2.145,False
2019-01-23,915.0,0.632,speculative_mom,bullish,speculative_mom,macro_fx,0.329,0.886,0.0,0.0,0.02,0.0047,60.5,0.0091,0.0243,0.0342,0.0,0.0,0.109,0.301,0.164,-2.65,False
2019-01-24,916.0,0.109,macro_fx,bearish,macro_fx,oil_energy,0.422,0.885,0.0,0.0,0.0519,0.0106,58.6,0.009,0.024,0.0362,0.0,0.0,1.01,0.273,-1.365,-3.521,True
2019-01-25,925.25,1.01,macro_fx,bullish,macro_fx,speculative_mom,0.771,0.946,0.0,0.0,0.0303,-0.0019,58.6,0.0091,0.0193,0.0635,0.0,0.0,-0.216,-0.54,-1.918,-5.134,False
2019-01-28,923.25,-0.216,oil_energy,bearish,oil_energy,speculative_mom,0.511,0.941,0.0,0.0,-0.0061,-0.0032,56.0,0.0091,0.0071,0.0624,0.0,0.0,-0.46,-0.162,-2.437,-4.17,True
2019-01-29,919.0,-0.46,oil_energy,bullish,oil_energy,speculative_mom,0.427,0.851,0.0,0.0,0.0238,-0.0026,57.1,0.0087,0.0107,0.0411,0.0,0.0,0.218,-0.626,-1.795,-3.264,True
2019-01-30,921.0,0.218,macro_fx,bullish,macro_fx,speculative_mom,0.475,0.862,0.0,0.0,0.008,-0.0104,55.5,0.0086,0.0066,0.0436,0.0,0.0,-0.624,-0.706,-1.086,-3.42,False
2019-01-31,915.25,-0.624,macro_fx,bullish,macro_fx,oil_energy,0.355,0.776,0.0,0.2,0.0232,-0.0075,63.0,0.0087,-0.0008,0.0229,0.0,0.0,0.273,-1.12,-0.546,-0.656,True
2019-02-11,905.0,-1.039,macro_fx,bearish,macro_fx,speculative_mom,0.515,0.786,0.0,0.2,-0.0257,0.0155,46.2,0.008,-0.0147,0.0064,0.0,0.0,1.381,0.663,-0.414,-0.47,True
2019-02-21,911.0,0.942,oil_energy,bullish,oil_energy,macro_fx,0.538,0.703,0.0,0.0,0.0868,-0.0046,47.1,0.0079,-0.006,-0.0044,0.0,0.0,-0.082,-0.851,-2.36,-0.494,False
2019-02-25,911.75,0.165,oil_energy,bullish,oil_energy,macro_fx,0.506,0.727,0.0,0.2,0.0293,-0.0074,45.3,0.0071,0.0047,-0.0146,0.0,0.0,-0.877,-2.413,-0.658,-1.426,False
2019-03-07,890.75,0.112,macro_fx,bearish,macro_fx,speculative_mom,0.743,0.778,0.0,0.0,0.0209,0.0174,39.0,0.0065,-0.0075,-0.0336,0.0,0.0,-0.786,1.684,-0.14,-1.151,True
2019-03-15,909.25,2.22,speculative_mom,bullish,speculative_mom,oil_energy,0.433,0.955,0.0,0.0,0.0409,-0.0028,48.4,0.0078,0.0289,0.0064,0.0,0.0,-0.385,-0.935,-1.127,-6.791,False
2019-03-18,905.75,-0.385,macro_fx,bullish,macro_fx,speculative_mom,0.543,0.98,0.0,0.306,0.0429,-0.0118,51.3,0.0078,0.0319,-0.0019,0.0,0.0,-0.193,-2.015,-0.773,-7.121,False
2019-03-20,906.0,0.221,macro_fx,bullish,macro_fx,oil_energy,0.658,0.862,0.0,0.0,0.0535,-0.015,55.9,0.0078,0.0191,0.0039,0.0,0.0,0.497,-2.401,-0.442,-8.333,True
2019-03-21,910.5,0.497,macro_fx,bullish,macro_fx,speculative_mom,0.691,0.901,0.0,0.2,0.0547,-0.0045,57.5,0.0079,0.0236,-0.0005,0.0,0.0,-0.741,-1.647,-1.675,-8.896,False
2019-03-29,884.25,-0.59,macro_fx,bearish,macro_fx,speculative_mom,0.531,0.839,0.0,0.0,0.0052,0.0159,54.1,0.0074,-0.0216,-0.0167,0.0,0.0,1.272,1.64,-0.82,-10.546,False
2019-04-08,898.75,-0.028,oil_energy,bullish,oil_energy,macro_fx,0.524,0.816,0.0,0.0,0.086,-0.0015,46.5,0.0077,0.0036,0.0239,0.0,0.0,0.0,-2.197,-6.398,-8.54,False
2019-04-23,862.0,-1.71,speculative_mom,bearish,speculative_mom,oil_energy,0.514,1.0,0.0,0.279,0.0428,0.004,22.9,0.0082,-0.0409,-0.0491,0.0,0.0,-0.783,-3.654,-5.133,0.899,False
2019-04-25,859.25,0.468,macro_fx,bearish,macro_fx,speculative_mom,0.42,0.84,0.0,0.259,0.0285,0.013,17.1,0.0081,-0.0225,-0.0318,0.0,0.0,-0.64,-4.859,-2.269,-0.349,False
2019-04-26,853.75,-0.64,oil_energy,bearish,oil_energy,speculative_mom,0.488,0.911,0.0,0.35,-0.0117,0.01,17.6,0.0082,-0.0304,-0.0402,0.0,0.0,-0.732,-4.217,-3.748,0.556,False
2019-04-30,841.25,-0.737,macro_fx,bearish,macro_fx,speculative_mom,0.395,0.885,0.0,0.3,-0.0014,0.0001,14.9,0.007,-0.0241,-0.0606,0.0,0.0,-0.208,-4.874,-2.288,1.386,False
2019-05-01,839.5,-0.208,speculative_mom,bearish,speculative_mom,oil_energy,0.369,0.913,0.0,0.3,-0.032,0.0042,11.2,0.007,-0.0184,-0.0672,0.0,0.0,-1.072,-5.063,-1.31,5.777,False
2019-05-06,817.5,-1.447,speculative_mom,bearish,speculative_mom,macro_fx,0.513,1.0,0.0,0.418,-0.0454,-0.0069,6.0,0.0072,-0.0354,-0.0907,0.0,0.0,0.031,2.202,4.709,11.743,False
2019-05-07,817.75,0.031,speculative_mom,bearish,speculative_mom,macro_fx,0.505,1.0,0.0,0.3,-0.03,-0.0039,7.0,0.0072,-0.0279,-0.0901,0.0,0.0,-0.428,2.69,6.634,10.456,True
2019-05-08,814.25,-0.428,speculative_mom,bearish,speculative_mom,oil_energy,0.526,1.0,0.0,0.4,-0.0217,-0.0025,7.5,0.0071,-0.0301,-0.094,0.0,0.0,-1.719,0.921,9.18,12.435,True
2019-05-09,800.25,-1.719,speculative_mom,bearish,speculative_mom,macro_fx,0.644,1.0,0.0,0.421,-0.0346,-0.0011,4.8,0.0073,-0.0364,-0.1128,0.0,0.0,-0.406,3.936,9.684,12.808,True
2019-05-10,797.0,-0.406,speculative_mom,bearish,speculative_mom,macro_fx,0.618,1.0,0.0,0.431,-0.0305,-0.0037,4.8,0.0072,-0.0392,-0.1097,0.0,0.0,-0.753,3.137,10.289,14.053,True
2019-05-13,791.0,-0.753,speculative_mom,bearish,speculative_mom,macro_fx,0.655,1.0,0.0,0.408,-0.0125,-0.0052,5.3,0.0072,-0.0324,-0.1164,0.0,0.0,-0.753,4.741,11.473,14.223,True
2019-05-14,817.75,3.382,speculative_mom,bearish,speculative_mom,oil_energy,0.482,0.988,0.0,0.0,-0.0026,0.0001,31.2,0.0095,0.0,-0.0901,0.0,0.0,-0.753,4.741,6.359,14.223,True
2019-05-15,835.5,2.171,speculative_mom,bullish,speculative_mom,oil_energy,0.402,0.935,0.0,0.2,-0.0037,0.0005,39.5,0.0105,0.0261,-0.0591,0.0,0.0,0.509,-0.688,3.98,6.254,True
2019-05-16,839.75,0.509,speculative_mom,bullish,speculative_mom,macro_fx,0.709,1.0,0.0,0.365,0.0239,0.0022,43.8,0.0106,0.0494,-0.0447,0.0,0.0,-2.143,-0.688,1.965,7.145,True
2019-05-17,821.75,-2.143,speculative_mom,bullish,speculative_mom,macro_fx,0.46,0.973,0.0,0.304,0.0103,0.0039,39.6,0.0109,0.0311,-0.0667,0.0,0.0,1.217,-0.688,4.472,7.758,True
2019-05-20,831.75,1.217,speculative_mom,bullish,speculative_mom,macro_fx,0.725,1.0,0.0,0.372,0.0227,0.0058,46.3,0.0112,0.0515,-0.0516,0.0,0.0,-1.172,6.883,3.306,5.35,True
2019-05-22,828.5,0.791,oil_energy,bullish,oil_energy,macro_fx,0.41,0.736,0.0,0.0,0.0062,0.0081,49.2,0.0115,-0.0084,-0.0313,0.0,0.0,-0.845,6.095,7.182,5.281,True
2019-05-23,821.5,-0.845,oil_energy,bearish,oil_energy,macro_fx,0.941,0.825,0.0,0.0,-0.0626,0.0033,47.1,0.0115,-0.0217,-0.0439,0.0,0.0,1.004,7.334,9.16,6.543,False
2019-05-28,856.0,3.164,speculative_mom,bullish,speculative_mom,oil_energy,0.431,0.954,0.0,0.0,-0.0593,0.0012,61.9,0.0132,0.0292,0.01,0.0,0.0,1.004,4.821,6.717,6.387,False
2019-05-29,872.0,1.869,speculative_mom,bullish,speculative_mom,oil_energy,0.848,1.0,0.0,0.2,-0.0629,0.0014,66.6,0.0137,0.0608,0.0366,0.0,0.0,1.004,4.821,3.584,6.387,False
2019-05-30,889.0,1.95,speculative_mom,bullish,speculative_mom,oil_energy,1.0,1.0,0.0,0.302,-0.1032,0.0021,75.1,0.014,0.073,0.059,0.0,0.0,-1.265,-3.431,2.981,1.997,False
2019-05-31,877.75,-1.265,speculative_mom,bullish,speculative_mom,oil_energy,0.922,1.0,0.0,0.237,-0.1507,-0.0032,71.9,0.0141,0.0685,0.0569,0.0,0.0,0.142,-2.108,2.848,2.734,False
2019-06-03,879.0,0.142,speculative_mom,bullish,speculative_mom,oil_energy,0.789,1.0,0.0,0.287,-0.133,-0.0099,74.4,0.0141,0.0594,0.0597,0.0,0.0,0.313,-2.108,3.413,0.995,True
2019-06-04,881.75,0.313,speculative_mom,bullish,speculative_mom,oil_energy,0.579,1.0,0.0,0.111,-0.0765,-0.008,70.5,0.0141,0.0301,0.0786,0.0,0.0,-1.361,0.709,2.467,0.085,True
2019-06-05,869.75,-1.361,oil_energy,bearish,oil_energy,speculative_mom,0.685,0.987,0.0,0.2,-0.1185,-0.0025,61.4,0.014,-0.0026,0.0636,0.0,0.0,-0.115,3.104,2.817,1.322,False
2019-06-06,868.75,-0.115,oil_energy,bearish,oil_energy,speculative_mom,0.636,0.998,0.0,0.2,-0.1108,-0.0095,59.9,0.0139,-0.0228,0.0669,0.0,0.0,-1.439,3.104,2.187,3.77,True
2019-06-07,856.25,-1.439,macro_fx,bullish,macro_fx,speculative_mom,0.709,1.0,0.0,0.2,-0.082,-0.0156,62.2,0.0141,-0.0245,0.07,0.0,0.0,0.263,6.686,5.08,3.737,False
2019-06-10,858.5,0.263,macro_fx,bullish,macro_fx,speculative_mom,0.637,1.0,0.0,0.2,-0.0588,-0.0141,60.0,0.0141,-0.0233,0.0772,0.0,0.0,0.087,5.213,3.145,3.174,False
2019-06-11,859.25,0.087,speculative_mom,bearish,speculative_mom,macro_fx,0.601,1.0,0.0,0.2,-0.0043,-0.0108,64.9,0.014,-0.0255,0.0863,0.0,0.0,0.087,6.546,1.978,3.695,False
2019-06-12,878.0,2.182,oil_energy,bearish,oil_energy,speculative_mom,0.635,1.0,0.0,0.0,-0.0396,-0.0014,68.1,0.0144,0.0095,0.0737,0.0,0.0,0.087,6.546,0.826,3.695,False
2019-06-14,896.75,0.985,speculative_mom,bullish,speculative_mom,macro_fx,0.627,1.0,0.0,0.235,0.0161,0.0021,73.8,0.0144,0.0473,0.0679,0.0,0.0,0.985,0.753,-2.398,-1.227,False
2019-06-17,912.75,1.784,speculative_mom,bullish,speculative_mom,macro_fx,0.826,1.0,0.0,0.236,-0.0125,0.0055,71.8,0.0146,0.0632,0.1107,0.0,0.0,0.985,0.753,-3.287,-1.227,False
2019-06-18,913.5,0.082,speculative_mom,bullish,speculative_mom,oil_energy,0.815,1.0,0.0,0.2,-0.0017,0.0107,68.0,0.0143,0.0631,0.0983,0.0,0.0,-1.122,-2.819,-2.244,-5.419,False
2019-06-19,903.25,-1.122,speculative_mom,bullish,speculative_mom,macro_fx,0.641,1.0,0.0,0.0,0.0094,0.0037,56.6,0.0145,0.0288,0.0988,0.0,0.0,1.356,-0.387,-0.775,-6.228,True
2019-06-20,915.5,1.356,oil_energy,bullish,oil_energy,speculative_mom,0.865,1.0,0.0,0.103,0.0635,-0.0006,67.3,0.0146,0.031,0.105,0.0,0.0,-1.393,-3.277,-0.956,-7.127,False
2019-06-21,902.75,-1.393,oil_energy,bullish,oil_energy,speculative_mom,0.75,1.0,0.0,0.0,0.123,-0.008,59.8,0.0144,0.0067,0.0989,0.0,0.0,0.692,-2.935,-0.111,-5.816,True
2019-06-24,909.0,0.692,oil_energy,bullish,oil_energy,speculative_mom,0.65,1.0,0.0,0.2,0.1075,-0.0106,61.0,0.0143,-0.0041,0.0955,0.0,0.0,-0.605,-2.613,-2.338,-6.738,False
2019-06-25,903.5,-0.605,macro_fx,bullish,macro_fx,oil_energy,0.655,0.91,0.0,0.2,0.1013,-0.0145,64.3,0.0143,-0.0109,0.0555,0.0,0.0,-1.024,-3.459,-2.324,-6.06,False
2019-06-26,894.25,-1.024,oil_energy,bullish,oil_energy,macro_fx,0.844,0.788,0.0,0.2,0.1435,-0.0138,60.1,0.0134,-0.01,0.0255,0.0,0.0,-0.727,-2.125,-1.454,-3.271,False
2019-06-27,887.75,-0.727,macro_fx,bullish,macro_fx,oil_energy,0.66,0.939,0.0,0.101,0.1026,-0.0149,63.1,0.0131,-0.0303,-0.0014,0.0,0.0,1.352,-0.563,1.549,-1.577,True
2019-06-28,899.75,1.352,oil_energy,bullish,oil_energy,macro_fx,0.511,0.785,0.0,0.2,0.0876,-0.0102,65.9,0.0132,-0.0033,0.0251,0.0,0.0,-1.584,-0.75,-1.278,-4.251,True
2019-07-01,885.5,-1.584,macro_fx,bearish,macro_fx,speculative_mom,0.726,0.901,0.0,0.2,0.0431,0.0022,59.2,0.0129,-0.0259,0.0074,0.0,0.0,-1.045,1.214,0.028,-1.525,True
2019-07-02,876.25,-1.045,oil_energy,bearish,oil_energy,speculative_mom,0.758,0.938,0.0,0.101,-0.0205,0.0053,49.3,0.013,-0.0302,-0.0062,0.0,0.0,1.027,3.481,1.683,-1.74,False
2019-07-09,882.75,0.857,macro_fx,bearish,macro_fx,speculative_mom,0.543,0.795,0.0,0.2,-0.0269,0.0135,38.2,0.013,-0.0031,0.0282,0.0,0.0,1.161,-0.17,-0.453,-3.059,True
2019-07-10,893.0,1.161,oil_energy,bullish,oil_energy,macro_fx,0.724,0.845,0.0,0.0,0.0335,0.0101,46.1,0.0119,0.0191,0.0393,0.0,0.0,0.364,0.952,-3.247,-3.639,False
2019-07-12,906.75,1.172,speculative_mom,bullish,speculative_mom,oil_energy,0.511,1.0,0.0,0.132,0.0704,0.0008,51.7,0.0111,0.0396,0.0211,0.0,0.0,-0.551,-2.316,-6.231,-7.003,False
2019-07-16,887.75,-1.553,oil_energy,bullish,oil_energy,macro_fx,0.515,0.819,0.0,0.2,0.0019,0.0015,43.8,0.0113,0.0057,-0.0274,0.0,0.0,-0.591,-0.591,-4.506,-4.675,False
2019-07-19,901.5,2.298,oil_energy,bearish,oil_energy,macro_fx,0.448,0.766,0.0,0.0,-0.0794,0.0005,50.7,0.0117,-0.0058,-0.0153,0.0,0.0,-1.47,-2.524,-3.078,-4.936,False
2019-07-29,885.75,0.283,macro_fx,bearish,macro_fx,oil_energy,0.511,0.771,0.0,0.0,0.0284,0.0129,51.5,0.011,-0.0028,-0.0156,0.0,0.0,-0.79,-4.177,-3.585,-2.992,False
2019-07-31,864.0,-1.679,macro_fx,bearish,macro_fx,speculative_mom,0.505,0.949,0.0,0.101,0.042,0.013,35.4,0.0109,-0.0303,-0.014,0.0,0.0,-1.968,1.128,-0.405,-2.817,True
2019-08-01,847.0,-1.968,oil_energy,bearish,oil_energy,speculative_mom,1.0,1.0,0.0,0.244,-0.0497,0.007,24.5,0.0112,-0.0402,-0.0432,0.0,0.0,0.384,1.712,1.063,4.457,False
2019-08-02,850.25,0.384,speculative_mom,bearish,speculative_mom,oil_energy,0.512,1.0,0.0,0.17,-0.0039,0.0038,27.7,0.0109,-0.0374,-0.0252,0.0,0.0,0.0,2.558,-0.823,5.851,False
2019-08-05,850.25,0.0,macro_fx,bullish,macro_fx,speculative_mom,0.626,1.0,0.0,0.134,-0.0237,-0.0033,31.5,0.0107,-0.0401,-0.0286,0.0,0.0,-0.294,1.264,0.412,5.116,True
2019-08-07,848.75,0.118,oil_energy,bearish,oil_energy,speculative_mom,0.721,0.938,0.0,0.0,-0.1016,-0.0051,33.5,0.0105,-0.0177,-0.0496,0.0,0.0,1.915,2.18,0.471,5.214,False
2019-08-08,865.0,1.915,oil_energy,bearish,oil_energy,speculative_mom,0.527,0.863,0.0,0.2,-0.0949,-0.0044,30.7,0.0111,0.0213,-0.0349,0.0,0.0,1.012,-1.272,-1.012,2.052,True
2019-08-09,873.75,1.012,oil_energy,bearish,oil_energy,macro_fx,0.583,0.919,0.0,0.2,-0.0696,-0.0105,41.9,0.0112,0.0276,-0.0364,0.0,0.0,-1.402,-2.06,-1.917,2.146,False
2019-08-12,861.5,-1.402,macro_fx,bullish,macro_fx,speculative_mom,0.464,0.908,0.0,0.2,0.0182,-0.0103,37.8,0.0112,0.0132,-0.0446,0.0,0.0,1.219,-0.116,-0.58,3.802,True
2019-08-13,872.0,1.219,oil_energy,bullish,oil_energy,macro_fx,0.611,0.926,0.0,0.2,0.0259,-0.003,41.0,0.0111,0.0286,-0.0177,0.0,0.0,-1.261,-1.835,-1.089,1.978,False
2019-08-14,861.0,-1.261,oil_energy,bullish,oil_energy,speculative_mom,0.49,0.8,0.0,0.2,0.0099,0.005,40.0,0.0112,0.0144,-0.0244,0.0,0.0,-0.348,-2.062,-1.307,3.194,False
2019-08-15,858.0,-0.348,speculative_mom,bearish,speculative_mom,oil_energy,0.214,0.81,0.0,0.0,0.0157,0.0052,38.5,0.011,-0.0081,-0.0264,0.0,0.0,1.078,-0.495,-1.515,2.914,True
2019-08-16,867.25,1.078,oil_energy,bullish,oil_energy,speculative_mom,0.454,0.868,0.0,0.0,0.074,0.0062,42.1,0.0109,-0.0074,-0.038,0.0,0.0,-1.528,-2.421,-2.566,2.914,False
2019-08-23,843.25,-1.489,macro_fx,bullish,macro_fx,speculative_mom,0.568,0.919,0.0,0.0,-0.0192,-0.0036,46.9,0.0108,-0.0277,-0.0453,0.0,0.0,1.245,2.283,6.73,8.538,False
2019-08-27,846.25,-0.878,oil_energy,bullish,oil_energy,speculative_mom,0.373,0.855,0.0,0.0,0.0011,-0.0014,49.0,0.0109,-0.0111,-0.037,0.0,0.0,0.768,-0.148,5.022,9.158,True
2019-09-04,862.5,0.701,oil_energy,bullish,oil_energy,macro_fx,0.656,0.842,0.0,0.0,0.0386,0.0083,50.9,0.0099,0.0192,0.0174,0.0,0.0,-1.478,2.58,3.101,7.594,True
2019-09-10,859.25,1.686,mixed,neutral,macro_fx,oil_energy,0.131,0.689,0.0,0.2,0.0122,-0.0018,52.0,0.0106,0.0032,-0.0026,0.0,0.0,-0.611,3.928,7.012,8.699,True
2019-09-12,883.0,3.396,speculative_mom,bullish,speculative_mom,macro_fx,0.551,1.0,0.0,0.13,0.0213,-0.0065,61.8,0.0119,0.0391,0.0256,0.0,0.0,-0.611,3.367,3.256,9.338,True
2019-09-13,884.75,0.198,speculative_mom,bullish,speculative_mom,macro_fx,0.658,1.0,0.0,0.16,-0.0251,-0.0019,70.1,0.0112,0.047,0.0312,0.0,0.0,1.724,1.074,3.56,4.012,False
2019-09-16,900.0,1.724,oil_energy,bullish,oil_energy,speculative_mom,1.0,1.0,0.0,0.229,0.1172,0.0024,71.5,0.0116,0.0651,0.0378,0.0,0.0,-0.694,-1.194,1.694,2.306,False
2019-09-17,893.75,-0.694,oil_energy,bullish,oil_energy,speculative_mom,0.778,1.0,0.0,0.18,0.0499,-0.0013,72.3,0.0117,0.0402,0.0465,0.0,0.0,-0.559,-0.587,2.993,2.741,False
2019-09-18,888.75,-0.559,speculative_mom,bullish,speculative_mom,macro_fx,0.543,1.0,0.0,0.136,0.0045,0.0033,67.1,0.0117,0.0407,0.0386,0.0,0.0,0.478,-0.647,3.938,3.066,True
2019-09-19,893.0,0.478,macro_fx,bullish,macro_fx,speculative_mom,0.363,0.854,0.0,0.0,0.0127,-0.0006,67.4,0.0118,0.0113,0.0378,0.0,0.0,-1.148,-0.647,3.415,2.66,False
2019-09-25,889.25,-0.559,macro_fx,bearish,macro_fx,oil_energy,0.72,0.92,0.0,0.0,-0.1019,0.004,67.6,0.0111,0.0006,0.0508,0.0,0.0,-0.084,3.036,4.358,2.896,False
2019-09-27,883.0,-0.619,speculative_mom,bullish,speculative_mom,oil_energy,0.215,0.81,0.0,0.0,-0.0379,0.0052,66.7,0.0109,0.0003,0.0312,0.0,0.0,-0.619,4.247,5.776,4.134,True
2019-09-30,906.0,2.605,macro_fx,bearish,macro_fx,oil_energy,0.463,0.952,0.0,0.0,-0.0698,0.0113,69.0,0.0117,0.0151,0.0572,0.0,0.0,-0.619,4.247,3.008,4.134,True
2019-10-01,919.5,1.49,speculative_mom,bullish,speculative_mom,oil_energy,0.56,1.0,0.0,0.1,-0.0769,0.0063,75.0,0.0115,0.0282,0.0736,0.0,0.0,-0.625,0.435,1.577,-1.495,True
